height,weight
140,45
150,50
170,75
175,55
180,85
165,75
170,65
175,80
165,65
165,70
170,70
155,55
185,90
175,75
165,60
165,70
180,105
145,65
165,100
140,45
160,75
170,60
155,75
175,80
170,65
160,65
170,80
155,80
180,75
175,110
170,85
155,55
165,85
155,75
165,65
170,60
165,60
160,45
155,55
165,45
180,90
180,90
160,75
160,60
165,65
170,80
175,75
150,55
160,70
155,50
155,45
150,55
165,60
175,75
170,65
145,55
160,70
160,95
165,80
160,60
165,55
175,65
160,55
170,80
150,55
165,70
160,55
155,60
160,65
155,50
150,60
160,65
170,85
160,55
155,60
150,45
140,50
165,50
160,55
155,45
155,55
160,50
160,75
150,50
165,55
170,55
165,60
160,55
170,60
165,55
165,65
165,65
170,70
175,70
170,75
155,55
150,55
180,80
160,70
155,55
150,70
175,60
165,60
160,55
175,70
160,50
175,65
165,70
155,55
160,65
165,75
160,50
155,50
160,65
170,90
180,75
170,80
170,65
150,50
150,50
145,45
165,50
175,85
155,50
160,65
155,60
175,90
165,85
170,55
160,70
160,65
150,50
170,70
160,50
170,55
180,85
170,70
170,80
155,55
165,60
155,45
165,65
175,95
165,60
165,60
160,60
155,50
170,90
150,55
170,75
160,55
175,75
155,45
160,50
160,50
165,65
145,50
170,75
155,50
155,60
155,40
170,65
155,55
170,50
165,65
160,65
170,65
155,50
160,55
170,80
150,45
160,50
165,70
160,70
155,50
160,50
155,55
165,65
180,105
160,50
165,70
170,70
170,75
175,70
170,75
170,65
165,50
175,65
175,65
155,60
150,45
150,55
160,75
160,45
175,70
160,55
160,50
155,70
160,70
160,55
165,75
160,55
155,65
155,60
165,60
160,65
160,70
170,60
170,75
170,85
175,60
160,60
165,70
165,45
160,70
145,65
145,50
175,80
165,60
145,50
170,75
155,55
175,80
165,70
180,90
150,50
145,65
170,65
170,80
140,55
165,75
170,75
165,70
160,50
170,75
175,80
180,70
170,70
180,85
165,50
150,55
160,65
155,60
160,45
185,75
160,70
150,40
160,50
155,45
155,55
170,65
155,60
180,70
170,60
170,55
170,75
160,55
170,70
165,65
160,50
165,70
160,70
160,75
180,125
170,55
165,65
170,75
155,60
160,55
165,65
145,55
180,80
165,60
165,65
165,70
170,70
160,55
160,50
170,65
170,80
160,65
170,75
170,70
160,85
145,45
175,85
170,65
170,60
175,60
170,70
180,65
150,60
180,75
160,60
150,45
155,50
175,80
160,50
160,70
160,60
140,45
155,60
165,55
165,65
150,45
165,90
175,75
170,80
160,50
170,75
145,50
170,65
170,85
160,65
155,50
180,70
160,65
170,70
150,45
150,45
170,70
170,70
170,65
155,80
165,75
150,45
175,90
155,55
150,70
160,50
160,45
160,55
150,60
170,80
150,65
145,50
175,100
175,75
155,75
165,45
155,40
165,55
170,70
150,50
175,95
160,75
155,45
175,70
150,45
155,45
150,50
170,65
160,60
160,55
170,70
165,50
165,60
160,50
155,70
160,55
165,60
150,60
155,45
155,65
165,70
150,50
170,60
170,65
160,45
160,50
175,65
175,80
165,60
155,45
170,65
155,65
180,75
175,75
165,60
155,55
170,55
150,50
160,50
160,55
165,60
170,85
170,60
155,55
155,55
155,65
180,80
165,80
165,60
160,50
150,45
160,60
170,65
180,85
180,70
170,85
155,60
165,60
155,75
180,75
165,55
170,60
150,55
155,45
155,45
165,60
160,80
165,80
170,65
155,65
160,65
150,65
150,45
165,80
180,75
140,45
160,50
165,55
170,100
180,80
165,70
155,45
160,50
155,55
150,45
170,80
170,70
160,70
155,55
155,45
155,50
155,50
175,75
145,65
155,60
150,60
155,65
175,70
175,85
155,55
155,55
165,65
160,50
165,70
175,75
155,65
170,65
150,50
170,65
155,80
170,65
160,55
165,75
155,45
170,50
165,60
170,75
155,45
165,80
165,60
175,65
150,50
155,60
155,45
165,60
165,70
165,75
155,50
145,65
145,55
175,90
165,75
180,105
155,55
170,60
170,50
160,50
160,55
155,55
160,70
155,45
175,90
170,95
170,55
175,75
155,40
155,55
170,85
145,40
160,50
165,70
165,80
185,90
175,75
160,55
165,70
170,75
170,75
150,60
170,70
150,50
165,65
160,50
170,50
150,55
155,70
165,75
155,50
175,80
170,70
145,35
170,65
185,85
170,75
170,75
170,75
175,65
155,45
155,50
160,65
165,60
165,60
170,50
150,55
165,60
160,90
160,65
145,50
165,70
175,70
150,55
160,60
170,70
180,85
165,75
155,55
175,90
170,90
175,80
180,85
160,55
155,60
160,55
165,65
155,55
155,50
165,75
175,80
165,55
165,70
165,60
160,55
170,70
150,50
180,95
160,60
165,80
165,55
170,50
165,70
160,50
180,80
170,75
155,55
155,55
170,55
170,65
170,80
165,60
155,75
180,80
155,40
165,75
170,85
160,45
150,50
160,55
170,85
175,95
150,55
150,50
165,70
160,45
155,65
155,70
160,55
170,75
180,70
150,55
170,70
170,60
160,50
165,50
165,75
150,70
155,40
145,65
170,70
160,50
170,70
175,70
165,55
165,65
180,90
160,65
160,55
165,60
145,50
175,85
150,50
160,50
165,55
150,50
170,55
140,40
170,65
170,85
155,60
175,65
175,65
155,60
170,65
175,75
180,85
175,80
170,75
175,60
170,75
170,75
170,80
150,65
170,75
165,60
150,55
170,80
165,55
170,75
180,80
150,50
170,75
160,70
150,55
170,65
150,50
155,55
160,50
170,75
175,90
155,55
185,100
160,65
160,50
175,65
155,70
150,55
175,80
170,80
175,100
165,75
165,50
165,65
160,75
165,70
175,70
150,50
170,70
155,55
165,70
145,45
160,60
170,75
165,65
160,60
165,55
165,55
150,45
180,85
145,45
160,50
155,55
175,70
155,50
175,85
155,60
170,85
170,85
155,60
155,50
180,75
165,60
155,50
160,80
175,70
160,55
170,75
155,60
165,75
175,80
165,75
160,75
150,70
175,95
155,60
170,70
170,80
165,50
160,55
170,65
160,60
155,55
170,70
165,55
175,80
170,55
180,100
170,75
160,60
160,60
170,75
155,55
150,45
150,45
150,55
145,55
160,60
170,80
165,80
165,50
165,65
155,60
160,60
170,65
155,60
145,55
165,80
165,50
170,60
160,50
160,80
155,55
160,65
160,50
170,65
165,55
175,70
155,40
160,50
145,35
150,45
150,65
150,60
175,75
170,75
160,65
155,60
155,45
165,55
150,45
145,45
155,60
160,45
165,75
155,50
160,45
180,85
165,80
155,50
155,55
160,45
175,55
155,55
160,55
170,80
140,45
160,65
155,60
155,45
145,45
170,85
155,55
160,50
150,50
170,75
160,80
175,70
170,75
170,65
140,50
165,55
165,50
160,55
155,40
175,90
160,80
165,70
165,65
170,70
180,60
145,50
170,75
170,70
150,60
170,75
150,45
165,65
160,55
155,45
160,50
170,70
160,65
175,85
160,70
170,70
145,50
165,55
155,55
175,80
165,70
155,65
155,55
155,60
170,80
170,80
165,75
175,65
165,45
175,70
165,65
150,55
155,45
170,65
170,65
150,55
170,75
165,50
155,50
160,65
155,60
160,75
180,75
160,50
155,50
145,50
170,90
145,70
145,50
170,70
165,45
160,65
150,65
160,50
170,75
155,50
170,75
170,90
175,80
150,80
165,75
175,75
160,60
150,55
150,45
175,70
155,60
160,50
160,65
165,60
155,45
175,70
170,65
160,60
165,65
150,55
160,55
155,55
160,55
170,60
155,60
175,80
150,65
175,70
170,70
165,80
150,55
160,70
175,80
175,70
155,45
175,80
155,55
160,45
170,75
170,80
160,55
150,45
160,50
170,85
160,60
155,55
150,50
175,75
165,65
165,60
165,70
165,60
140,45
155,55
165,70
145,55
160,50
165,65
160,65
175,85
165,70
175,110
165,65
160,50
145,65
165,80
170,65
165,70
160,55
160,70
150,50
165,65
170,45
160,55
160,50
165,65
165,55
170,95
145,40
170,70
160,60
170,65
175,85
180,75
165,60
175,90
175,85
155,70
160,60
160,55
155,45
175,65
150,60
150,75
150,50
150,50
165,65
160,60
160,40
180,85
160,45
170,70
155,55
170,70
155,45
165,65
155,60
155,75
185,70
155,45
175,70
165,65
170,65
175,85
155,50
170,70
185,115
160,55
170,65
165,60
160,50
165,70
165,90
155,55
155,70
155,65
160,75
160,60
185,75
175,55
170,60
150,60
170,75
175,65
170,75
175,70
145,55
170,80
165,85
165,60
155,50
160,60
170,65
180,90
155,60
170,50
155,60
150,50
145,50
170,95
160,45
165,60
160,55
170,75
165,65
150,60
170,75
155,55
170,75
145,80
165,65
170,60
170,65
175,75
145,40
170,75
170,65
165,60
170,75
170,55
150,50
170,65
160,60
165,60
160,40
165,65
160,45
145,55
155,55
165,75
165,75
170,65
170,65
145,50
165,60
170,80
160,70
155,70
160,50
145,45
165,55
150,55
165,65
185,90
160,55
165,75
145,55
160,45
170,70
160,50
170,80
175,70
165,65
150,70
165,75
170,65
165,65
140,45
170,65
155,45
165,65
150,50
150,50
170,75
150,55
150,45
155,45
155,45
155,50
155,50
165,55
135,40
170,80
160,50
165,55
165,80
165,50
160,50
155,65
155,65
165,65
165,75
170,75
150,55
155,60
160,65
155,60
155,45
160,55
150,60
165,65
160,75
160,70
160,55
155,65
175,65
160,60
155,55
155,70
160,60
160,60
155,50
180,55
180,85
150,60
160,60
165,60
175,75
180,95
180,75
155,55
165,65
150,55
165,55
160,85
145,45
155,50
180,75
155,50
155,45
155,70
150,70
150,55
170,100
170,65
165,65
150,50
160,60
160,55
155,65
150,40
170,60
165,75
170,75
150,45
170,65
160,55
160,75
180,75
170,80
170,65
155,50
155,50
150,55
155,45
160,55
165,70
155,75
140,60
160,50
160,55
145,55
165,60
170,65
140,45
150,55
160,45
170,70
160,70
170,70
155,45
165,60
170,60
160,45
170,70
160,80
155,45
170,70
145,55
150,60
165,70
170,75
170,85
170,75
175,80
170,75
155,50
170,75
170,85
155,70
150,60
165,55
155,60
155,65
165,55
160,75
165,55
165,60
170,65
155,50
155,65
170,60
165,70
165,85
165,65
175,70
170,85
150,50
170,70
180,90
145,50
155,55
160,70
160,45
155,65
160,60
165,70
160,60
170,65
170,65
145,45
175,75
145,55
175,60
155,50
170,65
155,45
175,65
170,75
170,85
170,55
160,65
150,55
180,75
150,65
155,60
160,50
150,50
175,100
150,50
160,50
160,105
160,45
150,55
175,80
165,55
165,55
165,70
145,45
170,60
165,75
160,65
170,80
160,50
160,60
155,45
165,65
160,55
175,70
165,100
165,65
160,55
175,70
170,75
155,75
160,45
155,55
180,85
180,80
160,60
160,55
165,80
180,85
155,55
150,55
160,65
165,70
160,45
155,65
175,75
160,50
165,70
155,65
155,60
155,55
175,70
145,50
170,55
170,65
170,70
160,50
155,50
155,50
170,75
165,45
160,65
175,70
155,55
165,50
150,50
165,80
165,75
170,50
170,75
160,55
175,70
155,60
145,60
150,55
170,65
170,80
165,60
150,65
175,75
175,65
165,50
160,60
145,45
155,55
160,50
160,50
150,70
155,45
160,60
165,85
150,40
145,45
165,75
165,55
160,50
165,65
160,50
175,65
160,70
170,60
175,80
150,60
150,55
170,70
150,60
140,35
160,55
155,60
150,70
160,65
160,55
150,40
155,70
160,50
170,75
150,45
155,55
160,45
165,80
170,80
175,85
145,40
170,60
175,60
175,85
165,85
155,55
170,70
175,80
175,70
175,65
165,65
150,50
180,90
155,55
160,55
155,65
160,55
160,65
160,65
165,50
165,70
180,80
160,80
175,70
175,95
155,65
175,65
155,45
170,70
175,75
145,40
150,55
160,55
155,60
160,65
175,85
175,80
165,60
160,55
150,40
150,75
155,55
165,65
165,60
180,90
165,65
155,70
155,45
160,70
155,50
180,80
160,50
145,55
160,75
180,90
175,85
170,80
160,60
160,50
155,65
160,65
160,55
155,45
175,75
155,85
150,45
180,75
155,45
165,75
175,65
175,70
155,55
160,60
150,70
155,45
160,55
155,55
170,80
160,55
155,50
160,65
175,80
170,60
170,65
160,60
155,50
170,65
170,90
160,65
155,55
155,60
165,55
160,70
160,70
160,80
155,60
165,65
165,60
160,70
170,75
160,75
160,50
165,70
160,70
170,60
170,55
170,80
165,75
170,85
180,75
180,80
165,85
160,70
165,60
160,45
175,70
175,65
175,60
170,55
170,70
150,50
175,75
165,60
155,50
170,70
165,75
170,65
180,75
175,90
155,55
155,55
150,60
150,50
165,75
160,50
150,55
180,80
160,60
175,95
175,65
160,65
175,95
160,45
170,75
145,50
150,45
145,55
140,50
165,65
155,60
145,70
180,75
150,55
170,60
170,100
145,55
140,40
175,85
175,75
170,80
155,50
155,60
150,50
165,80
150,55
170,55
155,50
175,80
150,60
155,55
160,95
160,65
165,55
160,60
170,95
160,50
160,60
160,45
170,55
150,60
155,50
160,65
150,65
165,70
160,75
170,80
155,45
160,70
165,80
150,50
165,65
150,50
155,45
165,75
165,80
170,65
155,65
170,60
160,75
140,55
155,60
150,60
160,55
160,55
170,60
165,60
150,50
170,50
150,60
150,45
175,85
160,60
150,60
170,65
170,70
165,60
165,55
155,60
150,50
160,50
160,60
160,55
170,75
170,90
165,70
165,75
155,50
150,65
175,60
165,60
165,60
150,60
160,55
165,50
165,55
165,70
150,60
165,65
180,85
150,55
175,75
155,45
160,55
150,50
160,50
170,65
150,50
160,55
180,80
175,80
160,65
170,90
165,60
155,55
160,60
160,65
180,70
155,55
165,75
170,65
165,60
165,60
155,70
155,60
160,55
165,55
145,50
160,70
155,40
150,50
175,85
160,65
160,65
150,50
165,65
170,70
170,70
170,105
155,65
155,55
170,65
160,65
160,65
155,80
160,60
160,55
160,65
160,55
155,55
165,60
175,70
165,80
175,55
175,60
165,65
165,65
165,45
175,75
165,90
170,65
175,90
145,50
155,70
160,65
170,60
145,40
160,70
160,60
160,60
160,70
160,60
180,85
160,55
160,55
155,70
175,70
170,70
180,85
180,80
155,75
155,50
155,60
170,70
165,65
165,65
165,50
165,55
170,60
180,105
160,75
155,45
170,70
160,55
160,55
180,90
160,65
175,50
165,50
180,80
155,45
165,50
175,70
165,100
150,45
160,60
160,45
155,55
150,70
170,70
160,55
185,75
155,55
150,55
165,80
170,85
150,55
165,60
150,45
150,55
150,50
155,70
155,40
145,50
155,55
160,50
155,45
160,50
170,75
150,55
170,70
160,50
160,50
185,105
165,55
165,70
165,65
175,70
155,60
175,75
155,55
160,45
155,50
170,65
160,55
160,55
170,75
155,50
165,65
165,70
160,65
175,70
160,60
165,65
165,60
145,60
150,50
175,90
170,70
165,55
160,70
160,55
170,60
170,55
150,55
150,65
160,55
155,50
155,60
170,75
160,60
170,80
165,55
180,85
160,50
160,50
150,55
170,70
170,75
165,65
175,90
160,50
160,60
180,90
150,50
160,60
155,35
155,60
150,60
165,65
165,70
170,80
160,60
160,60
175,65
175,75
165,60
175,75
150,50
155,60
155,55
165,45
150,40
170,60
175,65
170,75
170,70
155,70
165,60
165,65
160,50
155,40
175,75
170,75
160,65
175,70
175,80
150,40
165,55
155,45
155,65
150,50
165,75
140,45
170,70
170,60
180,80
165,70
150,75
165,85
170,70
175,85
160,50
175,70
155,70
180,85
155,45
160,70
155,45
160,60
170,70
175,60
170,60
155,55
160,60
160,60
155,55
165,45
165,70
155,60
175,60
165,65
155,50
150,60
145,50
160,65
145,65
155,50
150,45
170,65
165,70
160,50
175,80
150,60
160,60
165,65
180,65
165,60
155,45
170,80
180,90
165,85
165,70
155,55
145,50
160,50
155,50
155,60
150,45
185,85
155,50
155,55
165,45
170,70
180,70
155,50
155,35
160,75
170,50
175,65
150,55
175,70
165,60
165,60
170,80
150,60
170,60
170,110
160,50
170,65
160,60
155,55
165,50
165,65
170,80
170,65
175,65
160,65
165,70
160,65
165,65
170,65
135,30
170,70
145,65
165,65
165,65
165,75
155,45
165,70
170,70
170,75
155,65
170,70
170,60
175,80
170,65
160,55
150,55
150,40
175,75
160,50
155,50
155,55
160,50
175,70
175,60
150,50
165,60
160,50
150,45
160,65
170,90
150,60
155,60
165,55
165,55
160,75
160,50
190,110
170,70
140,45
150,50
165,55
165,50
165,60
175,100
150,60
170,70
165,75
160,50
150,45
175,90
175,70
170,95
170,90
180,75
185,85
160,65
155,80
170,75
160,45
170,70
165,65
160,45
185,80
170,75
170,80
180,105
170,70
160,65
165,70
150,45
150,65
155,65
170,80
160,50
160,65
170,75
160,65
160,65
160,55
150,50
160,60
160,55
155,60
150,50
165,80
165,55
155,70
170,60
160,65
160,60
160,80
165,70
150,45
170,75
160,70
165,70
160,65
180,100
150,40
150,50
180,90
160,65
165,65
145,60
160,55
165,70
160,55
155,50
165,85
145,45
165,80
160,60
160,65
175,70
165,55
155,55
165,65
170,70
170,70
165,60
175,75
165,80
160,55
175,85
150,50
170,60
160,70
165,65
160,60
145,55
165,70
160,70
160,50
165,70
175,65
160,80
160,65
155,45
175,85
165,75
170,60
155,65
165,60
170,70
175,75
160,70
180,85
145,55
145,45
160,55
140,55
170,90
175,55
185,70
145,55
160,50
165,65
160,55
155,65
150,55
170,65
170,65
165,70
160,55
170,80
155,50
165,70
145,45
175,90
155,75
165,70
175,70
165,70
165,80
155,45
150,50
170,80
170,100
170,55
160,50
170,65
180,95
160,60
165,95
155,55
160,50
170,60
175,80
145,55
175,85
165,60
155,75
170,85
155,45
170,90
165,70
155,55
155,60
160,60
155,60
175,95
135,35
150,45
175,100
150,55
170,60
155,50
145,60
165,55
150,55
160,70
170,65
175,65
150,45
175,90
165,85
165,65
160,50
160,50
160,45
145,45
165,80
170,65
170,70
155,50
175,70
175,70
175,60
170,80
180,105
155,55
155,55
170,60
160,55
170,75
155,60
150,55
165,65
175,75
165,70
170,85
155,70
155,55
155,60
165,70
175,100
180,80
175,75
155,50
170,65
160,70
160,45
150,45
165,65
160,65
150,60
160,75
150,80
165,70
155,50
160,85
145,60
160,60
170,50
170,55
165,65
160,55
170,80
165,65
160,55
165,60
170,65
170,75
150,40
165,65
165,95
170,75
165,70
155,55
165,65
145,50
165,65
170,70
155,55
150,50
165,55
155,40
185,65
160,50
160,50
155,55
150,45
170,85
150,55
170,80
165,75
155,50
160,55
175,70
160,55
165,60
160,60
155,70
140,40
180,80
155,55
175,65
160,65
160,55
150,55
155,55
170,90
175,85
145,55
160,65
165,80
170,55
170,85
170,70
155,65
150,60
160,80
170,75
140,50
165,55
160,85
160,60
160,65
160,55
170,70
155,55
180,90
175,80
175,75
165,70
170,80
155,55
155,55
165,55
165,60
175,75
150,35
155,60
150,45
140,40
155,70
165,75
165,65
165,65
165,60
150,65
165,60
175,85
180,85
160,65
175,85
165,60
160,55
160,65
155,50
155,60
155,60
165,65
170,70
165,65
155,60
165,70
165,60
185,95
170,70
140,45
170,65
160,50
160,45
155,50
150,60
170,80
170,80
155,50
160,50
150,60
170,80
180,70
145,45
160,55
155,40
175,75
145,60
160,55
155,60
155,45
160,70
155,50
160,65
170,70
175,80
160,45
155,50
170,60
160,45
180,85
155,65
150,75
170,70
160,70
150,45
150,55
150,50
180,75
165,60
160,55
165,85
165,60
150,50
175,75
150,35
160,60
160,60
170,80
170,75
165,55
155,60
155,45
155,60
150,55
175,90
160,60
160,75
155,50
155,40
160,50
155,65
150,55
165,85
165,95
155,55
155,45
150,50
165,90
150,45
175,80
160,60
145,35
155,50
155,55
160,60
160,50
165,70
155,45
150,55
160,65
175,65
170,70
155,60
160,55
160,75
155,45
150,50
160,55
175,75
150,55
175,75
165,55
185,90
160,70
160,55
165,55
160,65
150,45
160,65
150,50
160,45
175,85
160,50
140,55
175,75
150,80
150,60
175,90
160,55
140,45
160,80
170,50
155,50
150,55
160,50
150,50
155,55
160,55
165,85
150,45
165,60
155,45
155,65
175,55
155,65
165,90
160,60
150,60
180,85
160,60
175,65
165,70
160,80
150,50
165,70
145,50
170,60
170,60
185,95
160,75
160,55
155,75
160,60
165,85
165,70
175,55
165,65
165,55
155,50
175,90
160,80
155,65
170,75
165,60
175,85
175,80
150,75
155,55
160,70
170,90
175,75
155,55
160,65
175,70
170,70
165,55
165,50
150,55
165,65
155,60
165,65
175,80
155,50
170,70
165,70
170,60
170,75
175,70
175,75
160,60
160,40
170,60
160,70
165,65
160,50
155,60
170,65
160,65
170,55
160,55
155,50
160,55
175,75
180,85
160,60
160,50
160,45
155,55
145,45
160,50
155,55
145,45
155,65
160,50
160,55
185,90
160,65
150,40
160,75
145,60
165,45
175,70
155,45
150,45
165,60
150,50
165,60
165,70
155,60
160,50
175,75
160,50
170,90
165,70
155,50
185,115
155,60
160,65
145,50
160,75
160,60
175,80
175,70
175,105
170,65
165,65
175,75
150,50
170,70
165,70
165,65
150,55
155,65
160,60
165,55
150,50
170,75
170,95
155,50
155,55
155,50
155,50
150,55
165,75
170,80
160,55
165,55
175,85
185,75
170,60
145,45
175,85
175,65
165,45
160,65
155,50
160,55
165,80
150,55
170,80
180,65
155,85
155,55
150,75
165,65
175,90
160,50
175,80
175,85
150,55
170,70
170,75
170,80
165,65
160,60
165,75
175,70
170,60
165,70
145,50
165,80
155,45
180,80
165,55
165,70
155,55
175,60
160,60
155,50
165,90
155,60
150,55
165,70
145,55
160,70
155,45
180,80
150,70
155,55
170,50
170,65
175,85
175,85
160,60
155,50
155,50
180,75
175,80
155,70
165,65
175,70
175,60
150,50
180,95
160,55
160,50
155,60
175,90
160,65
155,45
165,55
140,60
170,85
155,60
155,55
170,65
170,60
155,45
165,60
170,60
150,45
160,60
175,75
160,65
170,70
150,40
155,45
155,55
155,70
175,80
155,65
165,55
170,75
170,75
175,80
160,70
160,65
165,65
160,55
140,50
180,80
150,50
150,45
150,50
165,50
155,50
160,80
155,65
175,65
155,45
175,75
155,45
160,50
150,50
170,75
150,50
165,80
170,90
180,85
155,50
180,105
150,45
155,60
155,60
160,60
170,75
140,60
155,65
160,55
165,90
160,65
145,45
170,60
150,60
140,50
155,60
155,55
175,65
150,60
160,60
150,50
155,50
180,85
170,65
155,55
150,65
160,65
150,50
170,55
160,60
155,70
155,55
155,65
160,60
145,45
145,50
160,55
170,65
150,50
175,85
170,75
175,75
160,55
170,60
165,55
155,50
180,70
165,75
160,55
150,60
155,45
145,50
155,55
180,100
180,90
150,65
165,75
160,60
165,85
170,85
165,50
180,60
155,55
165,75
150,50
165,70
160,50
155,60
160,70
165,70
175,70
170,70
160,65
170,70
150,50
150,50
165,60
175,95
185,80
150,55
175,60
175,105
165,85
155,60
155,60
165,55
175,70
160,50
155,50
160,65
160,45
170,70
160,65
175,85
150,65
170,70
170,80
165,70
160,75
155,60
165,60
175,75
150,55
175,80
160,60
170,65
160,60
180,70
165,75
155,55
170,70
145,60
170,80
175,85
160,60
150,40
150,45
175,65
170,85
165,95
165,55
170,75
175,80
155,55
175,70
165,55
170,75
160,65
170,65
150,50
170,80
180,95
150,50
180,110
150,50
155,65
155,60
180,85
155,45
155,55
165,55
175,70
155,65
165,55
160,50
160,70
160,55
170,60
165,75
150,50
155,60
175,85
170,55
150,50
170,95
160,50
155,45
170,70
175,95
165,55
145,45
170,70
175,85
160,45
155,75
150,50
175,80
160,50
165,50
145,45
170,60
155,45
175,70
150,45
160,65
155,50
160,70
155,60
170,70
165,65
165,55
160,60
170,70
160,50
160,70
165,70
160,60
150,50
155,55
175,65
155,55
165,70
170,85
175,65
155,45
145,50
150,55
170,105
160,75
165,55
160,65
155,40
170,80
165,60
175,65
155,65
165,60
170,95
160,60
145,40
165,80
165,65
160,55
155,60
155,55
170,60
150,50
150,45
165,80
160,50
180,80
150,50
175,75
155,60
155,65
165,55
165,80
160,75
170,75
160,70
175,70
160,65
180,75
165,60
155,55
150,50
170,80
175,65
150,50
155,45
170,80
170,80
165,50
175,90
155,70
160,80
160,65
170,75
170,75
175,70
165,75
170,60
175,65
160,75
180,85
170,60
155,50
175,65
175,90
150,60
160,70
150,50
